,Brand,Model,ROM,RAM,OS,Screen size,Dual Sim,Expandable Memory,5G,Fingerprint Sensor,Price
14375,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14376,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14377,Xiaomi,Poco M3,64.0,4.0,Android,6.53,1,0,0,1,28000
14378,Samsung,Galaxy S8+,64.0,4.0,Android,6.2,1,1,0,1,28000
14379,Samsung,Galaxy A03s,64.0,3.0,Android,6.5,1,0,0,0,28000
14380,Xiaomi,Redmi Note 9t,64.0,4.0,Android,6.53,1,1,0,0,28000
14381,Samsung,Galaxy J6,64.0,2.0,Android,5.6,1,1,0,1,28000
14382,OnePlus,6,128.0,6.0,Android,6.28,0,0,0,0,28000
14383,Apple,iPhone 6S,128.0,2.0,iOS,4.7,1,0,0,1,28000
14384,Samsung,Galaxy A30 S,64.0,3.0,Android,6.4,0,0,0,0,28000
14385,Xiaomi,Mi A3,128.0,4.0,Android,6.09,1,0,0,1,28000
14386,Samsung,Galaxy A50,128.0,4.0,Android,6.4,1,1,0,1,28000
14387,Apple,iPhone 7,128.0,2.0,iOS,4.7,0,0,0,1,28000
14388,Xiaomi,Redmi Note 8,128.0,3.0,Android,6.3,1,1,0,1,28000
14389,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,28000
14390,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14391,Xiaomi,Redmi 9,64.0,3.0,Android,6.53,1,1,0,1,28000
14392,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,28000
14393,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,1,0,0,28000
14394,Xiaomi,Redmi 9,64.0,3.0,Android,6.53,1,1,0,1,28000
14395,Oppo,A5s,64.0,2.0,Android,6.2,1,1,0,1,28000
14396,Samsung,Galaxy A8,32.0,4.0,Android,5.6,1,1,0,1,28000
14397,Oppo,F9,32.0,4.0,Android,6.3,1,1,0,1,28000
14398,Huawei,Nova 7i,32.0,8.0,Android,6.4,1,1,0,1,28000
14399,Xiaomi,Redmi 9,64.0,3.0,Android,6.53,1,1,0,1,28000
14400,Vivo,Y20,64.0,3.0,Android,6.51,1,1,0,1,28000
14401,Xiaomi,Redmi Note 8,64.0,3.0,Android,6.3,1,1,0,1,28000
14402,Apple,iPhone 6,64.0,1.0,iOS,4.7,0,0,0,1,28000
14403,Samsung,Galaxy A21s,64.0,2.0,Android,6.5,1,1,0,1,28000
14404,Apple,iPhone 6,64.0,1.0,iOS,4.7,0,0,0,1,28000
14405,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,28000
14406,Apple,iPhone 6S Plus,64.0,2.0,iOS,5.5,0,0,0,1,28000
14407,Xiaomi,Redmi Note 8,64.0,3.0,Android,6.3,1,1,0,1,28000
14408,Apple,iPhone 6S,16.0,2.0,iOS,4.7,0,0,0,1,28000
14409,Apple,iPhone 6,16.0,1.0,iOS,4.7,0,0,0,1,28000
14410,Apple,iPhone 6S,16.0,2.0,iOS,4.7,0,0,0,1,28000
14411,Xiaomi,Redmi Note 8,16.0,3.0,Android,6.3,1,1,0,1,28000
14412,Apple,iPhone 6S,16.0,2.0,iOS,4.7,0,0,0,0,28000
14413,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14414,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,28000
14415,Sony,Xperia Z3,64.0,3.0,Android,5.2,0,0,0,1,28000
14416,Vivo,Y20s,64.0,4.0,Android,6.51,0,0,0,0,28000
14417,Nokia,5.4,128.0,4.0,Android,6.39,1,1,0,1,28000
14418,Samsung,Galaxy M21,64.0,6.0,Android,6.4,1,1,0,1,28000
14419,Oppo,A53,64.0,4.0,Android,6.5,1,1,0,1,28000
14420,Huawei,Y7p,64.0,4.0,Android,6.39,1,1,0,1,28000
14421,Samsung,Galaxy A20s,32.0,4.0,Android,6.5,1,0,0,0,28000
14422,Samsung,Galaxy A03s,32.0,3.0,Android,6.5,1,1,0,1,28000
14423,Realme,C15,32.0,4.0,Android,6.5,1,1,0,1,28000
14424,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14425,Xiaomi,Poco M3,64.0,4.0,Android,6.53,1,1,0,1,28000
14426,Sony,Xperia Z3,64.0,3.0,Android,5.2,0,1,0,1,28000
14427,Oppo,F9,64.0,4.0,Android,6.3,0,0,0,0,28000
14428,Samsung,Galaxy Note Edge,64.0,3.0,Android,5.6,0,1,0,1,28000
14429,Xiaomi,Poco M3,64.0,4.0,Android,6.53,1,1,0,1,28000
14430,Samsung,Galaxy M02s,64.0,3.0,Android,6.5,1,1,0,0,28000
14431,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14432,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14433,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14434,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14435,Samsung,Galaxy A30 S,128.0,3.0,Android,6.4,1,1,0,1,28000
14436,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14437,Vivo,Y17,128.0,4.0,Android,6.35,1,1,0,1,28000
14438,Samsung,Galaxy A03s,128.0,3.0,Android,6.5,1,1,0,1,28000
14439,Oppo,A5,64.0,3.0,Android,6.5,0,0,0,0,28000
14440,Samsung,Galaxy A20s,64.0,4.0,Android,6.5,1,1,0,1,28000
14441,Samsung,Galaxy S7,32.0,4.0,Android,5.1,1,0,0,1,28000
14442,Samsung,Galaxy M30 S,128.0,4.0,Android,6.4,1,1,0,1,28000
14443,Samsung,Galaxy M02s,64.0,3.0,Android,6.5,1,1,0,0,28000
14444,Huawei,Y7p,64.0,4.0,Android,6.39,1,0,0,1,28000
14445,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,28000
14446,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14447,Samsung,Galaxy S10e,64.0,6.0,Android,5.8,1,1,0,1,28000
14448,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14449,Oppo,A5,64.0,3.0,Android,6.5,1,1,0,1,28000
14450,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,28000
14451,Sony,Xperia Z3,64.0,3.0,Android,5.2,0,1,0,1,28000
14452,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14453,Apple,iPhone 7,64.0,2.0,iOS,4.7,0,0,0,1,28000
14454,Apple,iPhone 6S,32.0,2.0,iOS,4.7,0,1,0,1,28000
14455,Samsung,Galaxy A12,32.0,2.0,Android,6.5,0,1,0,1,28000
14456,Samsung,Galaxy M11,32.0,3.0,Android,6.4,1,1,0,1,28000
14457,Samsung,Galaxy A12,32.0,2.0,Android,6.5,1,1,0,1,28000
14458,Xiaomi,Redmi Note 8,64.0,3.0,Android,6.3,1,1,0,1,28000
14459,Apple,iPhone 6S,64.0,2.0,iOS,4.7,1,1,0,1,28000
14460,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14461,Realme,C15,64.0,4.0,Android,6.5,1,1,0,1,28000
14462,Xiaomi,Poco M3,64.0,4.0,Android,6.53,1,1,0,1,28000
14463,Oppo,A15s,64.0,4.0,Android,6.52,1,1,0,1,28000
14464,Oppo,A15,64.0,3.0,Android,6.52,1,1,0,1,28000
14465,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14466,Infinix,Hot 10,128.0,3.0,Android,6.78,1,0,0,1,28000
14467,Infinix,Hot 10,128.0,3.0,Android,6.78,1,1,0,1,28000
14468,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14469,Vivo,Y12s,32.0,3.0,Android,6.51,1,0,0,1,28000
14470,Apple,iPhone 6S,32.0,2.0,iOS,4.7,1,1,0,1,28000
14471,Huawei,Y7a,128.0,4.0,Android,6.67,1,1,0,1,28000
14472,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,0,28000
14473,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,1,0,1,28000
14474,Vivo,V15,64.0,6.0,Android,6.53,1,1,0,1,28000
14475,Samsung,Galaxy A9,64.0,6.0,Android,6.3,0,0,0,0,28000
14476,Xiaomi,Redmi Note 8,128.0,3.0,Android,6.3,1,0,0,1,28000
14477,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14478,Vivo,Y20,64.0,3.0,Android,6.51,1,1,0,1,28000
14479,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,28000
14480,Oppo,A5,64.0,3.0,Android,6.5,1,1,0,1,28000
14481,Samsung,Galaxy A50,64.0,4.0,Android,6.4,1,1,0,0,28000
14482,Samsung,Galaxy A03s,64.0,3.0,Android,6.5,1,1,0,1,28000
14483,Samsung,Galaxy A50,64.0,4.0,Android,6.4,0,0,0,0,28000
14484,Samsung,Galaxy M30,64.0,3.0,Android,6.4,0,0,0,0,28000
14485,Vivo,Y15S,64.0,3.0,Android,6.51,0,0,0,0,28000
14486,Vivo,Y20,64.0,3.0,Android,6.51,1,0,0,1,28000
14487,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14488,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,1,0,1,28000
14489,Xiaomi,Redmi Note 9 Pro,128.0,6.0,Android,6.67,1,1,0,1,28000
14490,Samsung,Galaxy M02s,128.0,3.0,Android,6.5,1,1,0,1,28000
14491,Xiaomi,Poco M3,128.0,4.0,Android,6.53,1,1,0,1,28000
14492,Xiaomi,Poco M3 Pro,128.0,4.0,Android,6.5,1,1,0,1,28000
14493,Samsung,Galaxy A50 S,128.0,4.0,Android,6.4,1,1,0,1,28000
14494,Samsung,Galaxy M21,64.0,6.0,Android,6.4,1,1,0,1,28000
14495,Samsung,Galaxy A03s,64.0,3.0,Android,6.5,1,1,0,1,28000
14496,Xiaomi,Redmi 9t,64.0,4.0,Android,6.53,0,0,0,0,28000
14497,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,28000
14498,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14499,Xiaomi,Redmi Note 7,64.0,3.0,Android,6.3,0,0,0,0,28000
14500,Huawei,Y7p,64.0,4.0,Android,6.39,1,1,0,1,28000
14501,Samsung,Galaxy M21,64.0,6.0,Android,6.4,1,1,0,1,28000
14502,Apple,iPhone 6S,64.0,2.0,iOS,4.7,1,1,0,1,28000
14503,Apple,iPhone 6S,32.0,2.0,iOS,4.7,0,0,0,1,28000
14504,Infinix,Smart 5,32.0,2.0,Android,6.6,0,0,0,0,28000
14505,Samsung,Galaxy A6+,32.0,3.0,Android,6.0,0,0,0,0,28000
14506,Samsung,Galaxy A20,32.0,3.0,Android,6.4,0,0,0,0,28000
14507,Apple,iPhone 6,32.0,1.0,iOS,4.7,0,1,0,1,28000
14508,Apple,iPhone 6S,32.0,2.0,iOS,4.7,0,0,0,1,28000
14509,Apple,iPhone 6S,32.0,2.0,iOS,4.7,0,0,0,1,28000
14510,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,0,28000
14511,Xiaomi,Redmi Note 9,128.0,6.0,Android,6.53,0,0,0,0,28000
14512,Sony,Xperia Z3,64.0,3.0,Android,5.2,0,1,0,1,28000
14513,Apple,iPhone 7,64.0,2.0,iOS,4.7,0,0,0,0,28000
14514,Huawei,Y7a,128.0,4.0,Android,6.67,1,1,0,1,28000
14515,Huawei,Y9,64.0,4.0,Android,6.5,1,0,0,1,28000
14516,Vivo,Y20,64.0,3.0,Android,6.51,0,0,0,0,28000
14517,Sony,Xperia Z3 Compact,64.0,2.0,Android,4.6,0,1,0,1,28000
14518,Xiaomi,Poco M3,64.0,4.0,Android,6.53,1,1,0,1,28000
14519,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,1,0,1,28000
14520,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14521,Vivo,Y12s,32.0,3.0,Android,6.51,1,1,0,1,28000
14522,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14523,Apple,iPhone 7,64.0,2.0,iOS,4.7,0,1,0,1,28000
14524,Samsung,Galaxy A12,64.0,2.0,Android,6.5,1,0,0,1,28000
14525,Samsung,Galaxy A50,64.0,4.0,Android,6.4,0,0,0,0,28000
14526,Xiaomi,Poco M3,128.0,4.0,Android,6.53,0,0,0,0,28000
14527,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14528,Samsung,Galaxy A50,64.0,4.0,Android,6.4,0,1,0,1,28000
14529,Samsung,Galaxy M12,64.0,3.0,Android,6.5,0,0,0,0,28000
14530,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14531,Oppo,A15s,64.0,4.0,Android,6.52,1,1,0,1,28000
14532,Xiaomi,Poco M3,64.0,4.0,Android,6.53,1,1,0,1,28000
14533,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,1,0,1,28000
14534,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14535,Samsung,Galaxy M31,64.0,6.0,Android,6.4,1,0,0,1,28000
14536,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,28000
14537,Sony,Xperia Z3,64.0,3.0,Android,5.2,0,1,0,1,28000
14538,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14539,Samsung,Galaxy A03s,64.0,3.0,Android,6.5,1,1,0,1,28000
14540,Samsung,Galaxy M11,64.0,3.0,Android,6.4,1,1,0,1,28000
14541,Xiaomi,Redmi Note 9,64.0,6.0,Android,6.53,0,0,0,0,28000
14542,Oppo,A5,64.0,3.0,Android,6.5,1,1,0,1,28000
14543,Apple,iPhone 7,64.0,2.0,iOS,4.7,0,0,0,0,28000
14544,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14545,Samsung,Galaxy A03s,64.0,3.0,Android,6.5,1,0,0,1,28000
14546,Huawei,Nova 3i,64.0,4.0,Android,6.3,1,0,0,1,28000
14547,Apple,iPhone 6S Plus,16.0,2.0,iOS,5.5,0,0,0,1,28000
14548,Apple,iPhone 6S Plus,16.0,2.0,iOS,5.5,0,0,0,1,28000
14549,LG,Q61,64.0,4.0,Android,6.53,0,1,0,1,28000
14550,Vivo,Y12s,32.0,3.0,Android,6.51,0,0,0,0,28000
14551,Samsung,Galaxy M21,32.0,6.0,Android,6.4,0,0,0,0,28000
14552,Apple,iPhone 7,32.0,2.0,iOS,4.7,0,0,0,0,28000
14553,Apple,iPhone 7,32.0,2.0,iOS,4.7,0,0,0,0,28000
14554,Samsung,Galaxy A12,32.0,2.0,Android,6.5,1,1,0,1,28000
14555,Xiaomi,Redmi 8,64.0,4.0,Android,6.22,1,1,0,1,28000
14556,Samsung,Galaxy A30,64.0,3.0,Android,6.4,0,1,0,1,28000
14557,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,1,0,1,28000
14558,Xiaomi,Redmi Note 9,128.0,6.0,Android,6.53,0,1,0,1,28000
14559,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14560,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14561,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,1,0,1,28000
14562,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14563,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14564,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14565,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14566,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14567,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14568,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14569,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14570,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14571,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14572,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14573,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14574,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14575,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14576,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14577,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14578,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14579,Apple,iPhone 6 Plus,64.0,1.0,iOS,5.5,0,0,0,1,28000
14580,Apple,iPhone 6,128.0,1.0,iOS,4.7,0,0,0,0,28000
14581,Xiaomi,Redmi Note 8 Pro,128.0,8.0,Android,6.53,0,0,0,0,28000
14582,Huawei,Y7a,128.0,4.0,Android,6.67,1,1,0,1,28000
14583,Apple,iPhone 6 Plus,128.0,1.0,iOS,5.5,0,1,0,1,28000
14584,Xiaomi,Poco M3,64.0,4.0,Android,6.53,0,0,0,0,28000
14585,Samsung,Galaxy M02s,64.0,3.0,Android,6.5,0,0,0,0,28000
14586,Samsung,Galaxy A03s,64.0,3.0,Android,6.5,1,1,0,1,28000
14587,Samsung,Galaxy A30,64.0,3.0,Android,6.4,1,1,0,1,28000
14588,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,28000
14589,Samsung,Galaxy A12,64.0,2.0,Android,6.5,1,1,0,1,28000
14590,Samsung,Galaxy A03s,64.0,3.0,Android,6.5,1,1,0,1,28000
14591,Xiaomi,Poco M3,64.0,4.0,Android,6.53,1,0,0,1,28000
14592,Apple,iPhone 6 Plus,64.0,1.0,iOS,5.5,0,0,0,1,28000
14593,Xiaomi,Mi A3,64.0,4.0,Android,6.09,1,1,0,1,28000
14594,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,28000
14595,Vivo,Y20,64.0,3.0,Android,6.51,1,1,0,1,28000
14596,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14597,Oppo,A15,64.0,3.0,Android,6.52,1,0,0,1,28000
14598,Xiaomi,Redmi Note 8,64.0,3.0,Android,6.3,1,1,0,1,28000
14599,Samsung,Galaxy A21s,64.0,2.0,Android,6.5,1,1,0,1,28000
14600,Xiaomi,Redmi 9,128.0,3.0,Android,6.53,1,1,0,1,28000
14601,Xiaomi,Redmi 9,128.0,3.0,Android,6.53,1,1,0,1,28000
14602,Huawei,Y9 Prime,128.0,4.0,Android,6.59,1,1,0,1,28000
14603,Xiaomi,Poco M3,64.0,4.0,Android,6.53,1,1,0,1,28000
14604,Samsung,Galaxy A8+,64.0,4.0,Android,6.0,1,1,0,1,28000
14605,Huawei,Y7p,64.0,4.0,Android,6.39,1,0,0,1,28000
14606,Xiaomi,Redmi Note 8,64.0,3.0,Android,6.3,1,1,0,1,28000
14607,Oppo,A15,64.0,3.0,Android,6.52,0,0,0,0,28000
14608,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,28000
14609,Samsung,Galaxy A50,64.0,4.0,Android,6.4,1,1,0,1,28000
14610,Samsung,Galaxy M02s,64.0,3.0,Android,6.5,1,1,0,1,28000
14611,Samsung,Galaxy A03s,64.0,3.0,Android,6.5,1,1,0,1,28000
14612,Vivo,Y20,64.0,3.0,Android,6.51,1,1,0,1,28000
14613,Xiaomi,Poco M3,64.0,4.0,Android,6.53,1,0,0,1,28000
14614,Samsung,Galaxy S7 Edge,32.0,4.0,Android,5.5,0,0,0,1,28000
14615,Google,Pixel,32.0,4.0,Android,5.0,0,0,0,1,28000
14616,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,28000
14617,Oppo,A15,64.0,3.0,Android,6.52,0,0,0,0,28000
14618,Samsung,Galaxy A03s,64.0,3.0,Android,6.5,1,1,0,1,28000
14619,Samsung,Galaxy A50,64.0,4.0,Android,6.4,1,1,0,1,28000
14620,Samsung,Galaxy A20,32.0,3.0,Android,6.4,0,0,0,0,28000
14621,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14622,Huawei,Y7a,128.0,4.0,Android,6.67,1,0,0,1,28000
14623,Huawei,Y9 Prime,128.0,4.0,Android,6.59,0,0,0,0,28000
14624,Nokia,3.4,64.0,3.0,Android,6.39,1,1,0,1,28000
14625,Xiaomi,Redmi 9,64.0,3.0,Android,6.53,1,1,0,1,28000
14626,Samsung,Galaxy S20,64.0,8.0,Android,6.2,1,1,0,1,28000
14627,Xiaomi,Redmi 9t,64.0,4.0,Android,6.53,1,1,0,1,28000
14628,Oppo,A5,64.0,3.0,Android,6.5,0,0,0,0,28000
14629,Samsung,Galaxy M30 S,128.0,4.0,Android,6.4,1,1,0,1,28000
14630,Infinix,Hot 10,128.0,3.0,Android,6.78,1,1,0,1,28000
14631,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14632,Apple,iPhone 6 Plus,64.0,1.0,iOS,5.5,0,0,0,1,28000
14633,Xiaomi,Redmi Note 8,64.0,3.0,Android,6.3,1,1,0,1,28000
14634,Samsung,Galaxy S9+,64.0,4.0,Android,6.2,1,0,0,1,28000
14635,Apple,iPhone 7,32.0,2.0,iOS,4.7,0,1,0,1,28000
14636,Apple,iPhone 6S,32.0,2.0,iOS,4.7,0,0,0,1,28000
14637,Sony,Xperia Z3,64.0,3.0,Android,5.2,0,0,0,0,28000
14638,Samsung,Galaxy A03s,64.0,3.0,Android,6.5,1,1,0,1,28000
14639,Huawei,Y9 Prime,128.0,4.0,Android,6.59,1,1,0,1,28000
14640,Vivo,Y20s,64.0,4.0,Android,6.51,1,1,0,1,28000
14641,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14642,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14643,Samsung,Galaxy M21,64.0,6.0,Android,6.4,1,1,0,1,28000
14644,Xiaomi,Mi 9T,64.0,4.0,Android,6.39,1,0,0,1,28000
14645,Realme,C15,64.0,4.0,Android,6.5,1,1,0,1,28000
14646,Samsung,Galaxy A20s,64.0,4.0,Android,6.5,1,1,0,1,28000
14647,Xiaomi,Poco M3,64.0,4.0,Android,6.53,0,0,0,0,28000
14648,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14649,Huawei,Y9 Prime,128.0,4.0,Android,6.59,1,1,0,1,28000
14650,Realme,C15,64.0,4.0,Android,6.5,1,1,0,1,28000
14651,Apple,iPhone 7,32.0,2.0,iOS,4.7,0,1,0,1,28000
14652,Xiaomi,Poco M3,32.0,4.0,Android,6.53,0,0,0,0,28000
14653,Apple,iPhone 6S Plus,32.0,2.0,iOS,5.5,0,1,0,1,28000
14654,Samsung,Galaxy S10 Plus,64.0,8.0,Android,6.4,1,1,0,1,28000
14655,Apple,iPhone 6S Plus,64.0,2.0,iOS,5.5,1,1,0,1,28000
14656,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,1,0,1,28000
14657,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,1,0,1,28000
14658,Oppo,A7,64.0,4.0,Android,6.2,1,0,0,1,28000
14659,Huawei,Y7p,64.0,4.0,Android,6.39,1,1,0,1,28000
14660,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,28000
14661,Samsung,Galaxy A30 S,64.0,3.0,Android,6.4,0,0,0,0,28000
14662,Xiaomi,Poco M3,128.0,4.0,Android,6.53,0,0,0,0,28000
14663,Xiaomi,Redmi Note 8,128.0,3.0,Android,6.3,1,1,0,1,28000
14664,Realme,C15,64.0,4.0,Android,6.5,1,1,0,1,28000
14665,Xiaomi,Poco M3,64.0,4.0,Android,6.53,0,0,0,1,28000
14666,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14667,Huawei,Y9 Prime,128.0,4.0,Android,6.59,1,0,0,1,28000
14668,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14669,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14670,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14671,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14672,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14673,Apple,iPhone 6S,64.0,2.0,iOS,4.7,1,1,0,1,28000
14674,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14675,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14676,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,28000
14677,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14678,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14679,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14680,Xiaomi,Poco M3,128.0,4.0,Android,6.53,1,1,0,1,28000
14681,Xiaomi,Redmi 9C,128.0,2.0,Android,6.53,1,1,0,1,28000
14682,Xiaomi,Poco M3,64.0,4.0,Android,6.53,1,1,0,1,28000
14683,Samsung,Galaxy M12,64.0,3.0,Android,6.5,1,1,0,1,28000
14684,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,1,0,1,28000
14685,Apple,iPhone 7,128.0,2.0,iOS,4.7,1,1,0,1,28000
14686,Huawei,Y7a,128.0,4.0,Android,6.67,1,1,0,1,28000
14687,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14688,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,28000
14689,Samsung,Galaxy A20,64.0,3.0,Android,6.4,0,0,0,0,28000
14690,Samsung,Galaxy M31,64.0,6.0,Android,6.4,1,1,0,1,28000
14691,Apple,iPhone 6 Plus,64.0,1.0,iOS,5.5,1,1,0,1,28000
14692,Huawei,Y6p,64.0,3.0,Android,6.3,0,0,0,0,28000
14693,Samsung,Galaxy A03s,64.0,3.0,Android,6.5,1,1,0,1,28000
14694,Xiaomi,Redmi Note 8,64.0,3.0,Android,6.3,1,1,0,1,28000
14695,Huawei,Y6p,64.0,3.0,Android,6.3,0,0,0,0,28000
14696,Samsung,Galaxy A50,64.0,4.0,Android,6.4,1,1,0,1,28000
14697,Samsung,Galaxy A11,64.0,4.0,Android,6.4,1,1,0,1,28000
14698,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,1,0,1,28000
14699,Huawei,Y6p,64.0,3.0,Android,6.3,1,1,0,1,28000
14700,Huawei,Y6p,64.0,3.0,Android,6.3,0,0,0,0,28000
14701,Huawei,Y6p,64.0,3.0,Android,6.3,0,1,0,1,28000
14702,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,28000
14703,Huawei,Y6p,64.0,3.0,Android,6.3,1,1,0,1,28000
14704,Samsung,Galaxy A03s,64.0,3.0,Android,6.5,1,1,0,1,28000
14705,Oppo,A15,32.0,3.0,Android,6.52,1,1,0,1,28000
14706,Samsung,Galaxy A03s,32.0,3.0,Android,6.5,0,0,0,0,28000
14707,Huawei,Y6p,64.0,3.0,Android,6.3,1,1,0,1,28000
14708,Apple,iPhone 6S,128.0,2.0,iOS,4.7,1,1,0,1,28000
