Brand,Model,ROM,RAM,OS,Screen size,Dual Sim,Expandable Memory,5G,Fingerprint Sensor,Price
Vivo,V15,64.0,6,Android,6.53,Yes,Yes,No,Yes,37500
Vivo,V15,64.0,6,Android,6.53,Yes,Yes,No,Yes,37500
Samsung,Galaxy A21s,,2,Android,6.50,No,No,No,No,37500
Samsung,Galaxy A50,64.0,4,Android,6.40,No,No,No,No,37500
Samsung,Galaxy S9,64.0,4,Android,5.80,Yes,Yes,No,Yes,37500
Apple,iPhone 6S Plus,,2,iOS,5.50,No,No,No,Yes,37500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,Yes,Yes,No,Yes,37500
Samsung,Galaxy M31,128.0,6,Android,6.40,No,No,No,No,37500
Apple,iPhone 6 Plus,128.0,1,iOS,5.50,No,No,No,No,37500
Xiaomi,Poco M3,,4,Android,6.53,Yes,No,No,Yes,37500
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,No,37500
Xiaomi,Redmi Note 10,,6,Android,6.43,Yes,Yes,Yes,Yes,37500
Xiaomi,Redmi Note 9,,6,Android,6.53,Yes,No,No,Yes,37500
Samsung,Galaxy S8+,,4,Android,6.20,Yes,Yes,No,Yes,37500
Apple,iPhone 6S,128.0,2,iOS,4.70,No,Yes,No,Yes,37500
Xiaomi,Redmi Note 9 Pro,,6,Android,6.67,Yes,Yes,No,Yes,37500
Xiaomi,Redmi Note 8,,3,Android,6.30,Yes,Yes,No,Yes,37500
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37500
Oppo,A9,128.0,4,Android,6.50,No,No,No,No,37500
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37500
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37500
Apple,iPhone 7,,2,iOS,4.70,Yes,Yes,No,Yes,37500
Oppo,F15,,4,Android,6.40,No,No,No,No,37500
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37500
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,No,37500
Apple,iPhone 7,,2,iOS,4.70,No,No,No,Yes,37500
Xiaomi,Redmi Note 8 Pro,128.0,8,Android,6.53,No,No,No,No,37500
Apple,iPhone 7,32.0,2,iOS,4.70,No,No,No,Yes,37500
Apple,iPhone 7 Plus,256.0,3,iOS,5.50,No,No,No,Yes,37500
Samsung,Galaxy A21s,,2,Android,6.50,Yes,Yes,No,Yes,37500
Apple,iPhone 7,128.0,2,iOS,4.70,No,Yes,No,Yes,37500
Apple,iPhone 7,32.0,2,iOS,4.70,No,No,No,No,37500
Huawei,Nova 7i,128.0,8.0,Android,6.40,Yes,Yes,No,Yes,37500
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37500
Apple,iPhone 7,32.0,2,iOS,4.70,No,No,No,Yes,37500
Samsung,Galaxy S8+,64.0,4,Android,6.20,No,No,No,Yes,37500
Sony,Xperia 1,64.0,6,Android,6.50,Yes,Yes,No,Yes,37500
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37500
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37500
Samsung,Galaxy A70,128.0,6,Android,6.70,No,No,No,No,37500
Apple,iPhone 7,,2,iOS,4.70,No,No,No,Yes,37500
Xiaomi,Pocophone F1,256.0,6,Android,6.18,Yes,Yes,No,Yes,37500
Apple,iPhone 7,32.0,2,iOS,4.70,No,No,No,Yes,37500
Apple,iPhone 7,,2,iOS,4.70,Yes,No,No,Yes,37500
Samsung,Galaxy A50,,4,Android,6.40,No,No,No,No,37500
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,No,37500
Xiaomi,Redmi Note 9S,,4,Android,6.67,No,No,No,No,37500
Apple,iPhone 7,32.0,2,iOS,4.70,No,No,No,No,37500
Apple,iPhone 7,128.0,2,iOS,4.70,Yes,Yes,No,Yes,37500
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37500
Apple,iPhone 7,,2,iOS,4.70,No,No,No,Yes,37500
Apple,iPhone 7,128.0,2,iOS,4.70,No,Yes,No,Yes,37500
Xiaomi,Redmi Note 9S,128.0,4,Android,6.67,Yes,Yes,No,Yes,37500
Apple,iPhone 6S Plus,,2,iOS,5.50,No,No,No,Yes,37500
Samsung,Galaxy A50 S,,4,Android,6.40,Yes,Yes,No,Yes,37500
Xiaomi,Redmi Note 9S,,4,Android,6.67,Yes,Yes,No,Yes,37500
Xiaomi,Redmi Note 10,128.0,6,Android,6.43,Yes,Yes,No,Yes,37500
Apple,iPhone 6S,128.0,2,iOS,4.70,No,Yes,No,Yes,37500
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,No,37500
Apple,iPhone 7,,2,iOS,4.70,No,Yes,No,Yes,37500
Xiaomi,Redmi Note 9S,,4,Android,6.67,No,No,No,No,37500
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37500
Apple,iPhone 7,,2,iOS,4.70,No,Yes,No,Yes,37500
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37500
LG,V40,128.0,6.0,Android,6.40,No,Yes,No,Yes,37506
Apple,iPhone 7,128.0,2,iOS,4.70,No,Yes,No,Yes,37900
Samsung,Galaxy M21,128.0,6,Android,6.40,Yes,Yes,No,Yes,37900
Samsung,Galaxy S9,64.0,4,Android,5.80,No,Yes,No,Yes,37900
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37900
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37900
Xiaomi,Redmi Note 9S,128.0,4,Android,6.67,Yes,Yes,No,Yes,37900
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,No,37900
Samsung,Galaxy A12,,2,Android,6.50,No,No,No,No,37900
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37900
Apple,iPhone 7,128.0,2,iOS,4.70,No,Yes,No,Yes,37900
OnePlus,6,64.0,6,Android,6.28,No,No,No,No,37900
Xiaomi,Redmi Note 8,,3,Android,6.30,Yes,Yes,No,Yes,37950
Apple,iPhone 7,128.0,2,iOS,4.70,No,Yes,No,Yes,37989
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37990
Apple,iPhone 7,128.0,2,iOS,4.70,No,Yes,No,Yes,37990
Samsung,Galaxy S9,64.0,4,Android,5.80,No,Yes,No,Yes,37990
Samsung,Galaxy S9,64.0,4,Android,5.80,Yes,Yes,No,Yes,37990
Samsung,Galaxy Note 9,128.0,6,Android,6.40,Yes,Yes,No,Yes,37990
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37990
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37990
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37990
Apple,iPhone 7,128.0,2,iOS,4.70,No,Yes,No,Yes,37990
Apple,iPhone 7,128.0,2,iOS,4.70,No,Yes,No,Yes,37994
Apple,iPhone 7,128.0,2,iOS,4.70,No,Yes,No,Yes,37998
Samsung,Galaxy S9,64.0,4,Android,5.80,No,No,No,No,37999
Samsung,Galaxy S9,64.0,4,Android,5.80,No,No,No,No,37999
Xiaomi,Mi 9T,128.0,4,Android,6.39,Yes,Yes,No,Yes,37999
Xiaomi,Redmi Note 9S,128.0,4,Android,6.67,No,No,No,No,37999
Apple,iPhone 7,,2,iOS,4.70,No,Yes,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,Yes,Yes,No,Yes,37999
Samsung,Galaxy A9,128.0,6,Android,6.30,No,Yes,No,Yes,37999
Huawei,Y7a,128.0,4.0,Android,6.67,Yes,Yes,No,Yes,37999
Samsung,Galaxy S9,,4,Android,5.80,No,Yes,No,Yes,37999
Samsung,Galaxy S9,,4,Android,5.80,No,Yes,No,Yes,37999
Xiaomi,Redmi 10,,4,Android,6.50,Yes,Yes,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Samsung,Galaxy S9,64.0,4,Android,5.80,No,No,No,No,37999
Samsung,Galaxy S9,64.0,4,Android,5.80,No,No,No,No,37999
Samsung,Galaxy S9,64.0,4,Android,5.80,No,No,No,No,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,32.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,Yes,No,Yes,37999
Samsung,Galaxy S9,,4,Android,5.80,No,No,No,No,37999
Google,Pixel,,4,Android,5.00,Yes,Yes,No,Yes,37999
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,No,38000
Samsung,Galaxy M21,128.0,6,Android,6.40,Yes,Yes,No,Yes,38000
Apple,iPhone 8 Plus,,3,iOS,5.50,No,No,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,No,38000
Samsung,Galaxy M21,,6,Android,6.40,No,Yes,No,Yes,38000
Xiaomi,Redmi Note 8 Pro,,8,Android,6.53,Yes,Yes,No,Yes,38000
Xiaomi,Poco M3,,4,Android,6.53,Yes,Yes,No,Yes,38000
Xiaomi,Redmi 10,128.0,4,Android,6.50,Yes,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,Yes,Yes,No,Yes,38000
Apple,iPhone 7,32.0,2,iOS,4.70,No,No,No,Yes,38000
Google,Pixel 3,,4,Android,5.50,No,No,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,Yes,Yes,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,Yes,Yes,No,Yes,38000
Apple,iPhone 7,32.0,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,Yes,No,Yes,38000
Apple,iPhone 6S Plus,64.0,2,iOS,5.50,No,No,No,No,38000
Huawei,Nova 7i,,8.0,Android,6.40,Yes,No,No,Yes,38000
Apple,iPhone 7,256.0,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 6S Plus,,2,iOS,5.50,No,No,No,Yes,38000
Apple,iPhone 7,256.0,2,iOS,4.70,No,No,No,Yes,38000
Samsung,Galaxy A31,,4,Android,6.40,No,No,No,No,38000
Apple,iPhone 6S Plus,64.0,2,iOS,5.50,No,No,No,No,38000
Samsung,Galaxy A01,128.0,2,Android,5.70,Yes,No,No,Yes,38000
Huawei,Nova 7i,128.0,8.0,Android,6.40,No,No,No,No,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Xiaomi,Mi 8 Pro,128.0,6,Android,6.21,Yes,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,Yes,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Google,Pixel,,4,Android,5.00,No,No,No,No,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,No,38000
Samsung,Galaxy S9,64.0,4,Android,5.80,Yes,Yes,No,Yes,38000
Sony,Xperia Z3,64.0,3.0,Android,5.20,No,Yes,No,Yes,38000
Google,Pixel,128.0,4,Android,5.00,No,No,No,Yes,38000
Samsung,Galaxy S9,,4,Android,5.80,Yes,Yes,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 8,64.0,2,iOS,4.70,No,No,No,Yes,38000
Samsung,Galaxy A50 S,128.0,4,Android,6.40,Yes,Yes,No,Yes,38000
Xiaomi,Redmi Note 8,,3,Android,6.30,Yes,No,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 8,,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,No,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,Yes,No,Yes,38000
Xiaomi,Redmi Note 9 Pro,128.0,6,Android,6.67,Yes,Yes,No,Yes,38000
Samsung,Galaxy A21s,,2,Android,6.50,Yes,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Samsung,Galaxy M21s,,4,Android,6.40,Yes,Yes,No,Yes,38000
Apple,iPhone 7,32.0,2,iOS,4.70,Yes,Yes,No,Yes,38000
Xiaomi,Redmi Note 9 Pro,,6,Android,6.67,Yes,Yes,No,Yes,38000
Oppo,A9,128.0,4,Android,6.50,Yes,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,Yes,Yes,No,Yes,38000
Apple,iPhone 6S Plus,,2,iOS,5.50,No,Yes,No,Yes,38000
Xiaomi,Redmi 10,,4,Android,6.50,Yes,Yes,No,Yes,38000
Samsung,Galaxy A50 S,128.0,4,Android,6.40,Yes,Yes,No,Yes,38000
Apple,iPhone 6S,64.0,2,iOS,4.70,Yes,Yes,No,Yes,38000
Samsung,Galaxy M31,,6,Android,6.40,Yes,Yes,No,Yes,38000
Samsung,Galaxy M21,,6,Android,6.40,Yes,No,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,No,38000
Huawei,Y7a,128.0,4.0,Android,6.67,Yes,Yes,No,Yes,38000
Samsung,Galaxy A30 S,,3,Android,6.40,Yes,Yes,No,Yes,38000
Xiaomi,Mi Note 10 Lite,128.0,6,Android,6.47,No,Yes,No,No,38000
Xiaomi,Redmi Note 8 Pro,128.0,8,Android,6.53,Yes,Yes,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,No,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,No,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,No,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,No,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,Yes,No,Yes,38000
Huawei,Nova 7i,,8.0,Android,6.40,Yes,No,No,Yes,38000
Xiaomi,Redmi Note 9 Pro,,6,Android,6.67,No,No,No,No,38000
Samsung,Galaxy Note 8,64.0,6,Android,6.30,Yes,Yes,No,Yes,38000
Xiaomi,Redmi Note 9 Pro,,6,Android,6.67,Yes,Yes,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,No,38000
Xiaomi,Redmi Note 9S,128.0,4,Android,6.67,Yes,No,No,Yes,38000
Apple,iPhone 7,256.0,2,iOS,4.70,No,No,No,No,38000
Xiaomi,Redmi Note 8 Pro,,8,Android,6.53,Yes,Yes,No,Yes,38000
Xiaomi,Redmi Note 8 Pro,,8,Android,6.53,Yes,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Xiaomi,Redmi Note 9S,,4,Android,6.67,Yes,Yes,No,Yes,38000
Samsung,Galaxy A21s,64.0,2,Android,6.50,Yes,Yes,No,Yes,38000
Samsung,Galaxy Note 9,128.0,6,Android,6.40,No,Yes,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,No,38000
Nokia,5.4,128.0,4.0,Android,6.39,Yes,Yes,No,Yes,38000
Huawei,Y7a,128.0,4.0,Android,6.67,Yes,Yes,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,Yes,38000
Samsung,Galaxy S9,64.0,4,Android,5.80,No,Yes,No,Yes,38000
Oppo,F17,128.0,4,Android,6.44,Yes,Yes,No,Yes,38000
Samsung,Galaxy A21s,,2,Android,6.50,Yes,Yes,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,Yes,No,Yes,38000
Xiaomi,Redmi Note 8 Pro,,8,Android,6.53,Yes,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,No,38000
Xiaomi,Redmi Note 9S,128.0,4,Android,6.67,No,No,No,No,38000
Xiaomi,Redmi Note 9S,,4,Android,6.67,Yes,Yes,No,Yes,38000
Apple,iPhone 7,32.0,2,iOS,4.70,No,Yes,No,Yes,38000
Huawei,Nova 7i,,8.0,Android,6.40,Yes,Yes,No,Yes,38000
Huawei,Nova 7i,,8.0,Android,6.40,Yes,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,Yes,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,Yes,38000
Oppo,F11 Pro,128.0,6,Android,6.53,Yes,Yes,No,Yes,38000
Apple,iPhone 7,32.0,2,iOS,4.70,No,No,No,No,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,No,38000
Samsung,Galaxy S9,,4,Android,5.80,No,Yes,No,Yes,38000
Apple,iPhone 6S Plus,,2,iOS,5.50,No,Yes,No,Yes,38000
Huawei,Nova 7i,128.0,8.0,Android,6.40,Yes,Yes,No,Yes,38000
Google,Pixel,,4,Android,5.00,No,No,No,No,38000
Apple,iPhone 7,,2,iOS,4.70,No,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Samsung,Galaxy M21,,6,Android,6.40,Yes,Yes,No,Yes,38000
Samsung,Galaxy A21s,,2,Android,6.50,Yes,No,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Samsung,Galaxy M31,,6,Android,6.40,Yes,Yes,No,Yes,38000
Apple,iPhone 6S,64.0,2,iOS,4.70,No,No,No,Yes,38000
Huawei,Y7a,128.0,4.0,Android,6.67,Yes,Yes,No,Yes,38000
Samsung,Galaxy Note 9,128.0,6,Android,6.40,No,Yes,No,Yes,38000
Xiaomi,Redmi Note 9 Pro,,6,Android,6.67,Yes,Yes,No,Yes,38000
Huawei,Nova 7i,,8.0,Android,6.40,Yes,Yes,No,Yes,38000
Samsung,Galaxy Note 9,,6,Android,6.40,Yes,Yes,No,Yes,38000
Vivo,V15 Pro,64.0,8.0,Android,6.39,Yes,No,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Xiaomi,Redmi Note 8 Pro,,8,Android,6.53,Yes,Yes,No,Yes,38000
Apple,iPhone 7 Plus,32.0,3,iOS,5.50,Yes,Yes,No,No,38000
Xiaomi,Mi 8 Pro,,6,Android,6.21,Yes,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 6S Plus,,2,iOS,5.50,No,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Xiaomi,Redmi Note 9S,128.0,4,Android,6.67,No,No,No,No,38000
Samsung,Galaxy Note 9,,6,Android,6.40,Yes,Yes,No,Yes,38000
Samsung,Galaxy A50,,4,Android,6.40,No,No,No,No,38000
Xiaomi,Redmi Note 9S,,4,Android,6.67,Yes,Yes,No,Yes,38000
Samsung,Galaxy S8,64.0,4,Android,5.80,Yes,No,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 8,64.0,2,iOS,4.70,No,No,No,Yes,38000
Huawei,Nova 7i,,8.0,Android,6.40,Yes,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Xiaomi,Redmi 10,,4,Android,6.50,Yes,Yes,No,Yes,38000
Sony,Xperia Z3,64.0,3.0,Android,5.20,Yes,Yes,No,Yes,38000
Apple,iPhone 6S Plus,64.0,2,iOS,5.50,No,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Samsung,Galaxy Note 9,128.0,6,Android,6.40,No,Yes,No,No,38000
Oppo,F17,128.0,4,Android,6.44,Yes,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Samsung,Galaxy A21s,,2,Android,6.50,Yes,Yes,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,No,38000
Xiaomi,Redmi Note 9 Pro,,6,Android,6.67,No,No,No,No,38000
Samsung,Galaxy A30 S,,3,Android,6.40,Yes,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Samsung,Galaxy S9,64.0,4,Android,5.80,Yes,Yes,No,Yes,38000
Oppo,F15,,4,Android,6.40,Yes,Yes,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,Yes,38000
Oppo,F17,128.0,4,Android,6.44,Yes,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 7,32.0,2,iOS,4.70,No,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Huawei,Nova 7i,128.0,8.0,Android,6.40,No,No,No,No,38000
Apple,iPhone 6S Plus,,2,iOS,5.50,Yes,Yes,No,Yes,38000
Huawei,Nova 7i,,8.0,Android,6.40,Yes,Yes,No,Yes,38000
Apple,iPhone 6 Plus,,1,iOS,5.50,No,No,No,No,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Oppo,A54,128.0,6,Android,6.51,Yes,Yes,No,Yes,38000
Samsung,Galaxy S9+,,4,Android,6.20,Yes,Yes,No,Yes,38000
Samsung,Galaxy A50,128.0,4,Android,6.40,Yes,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,Yes,No,Yes,38000
Xiaomi,Redmi 10,128.0,4,Android,6.50,Yes,Yes,No,Yes,38000
Huawei,Nova 7i,,8.0,Android,6.40,Yes,Yes,No,Yes,38000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Huawei,Nova 7i,,8.0,Android,6.40,No,No,No,No,38000
Apple,iPhone 7,32.0,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,Yes,38000
Samsung,Galaxy M02,,2,Android,6.50,Yes,Yes,No,No,38000
Apple,iPhone 7,128.0,2,iOS,4.70,Yes,Yes,No,Yes,38000
Huawei,Nova 7i,,8.0,Android,6.40,Yes,Yes,No,Yes,38000
Samsung,Galaxy A12,,2,Android,6.50,Yes,Yes,No,Yes,38000
Huawei,Nova 7i,,8.0,Android,6.40,No,No,No,No,38000
Samsung,Galaxy A12,,2,Android,6.50,Yes,Yes,No,Yes,38000
Xiaomi,Redmi Note 9 Pro,,6,Android,6.67,Yes,Yes,No,Yes,38000
Samsung,Galaxy M21,,6,Android,6.40,No,No,No,No,38000
Apple,iPhone 7,32.0,2,iOS,4.70,Yes,Yes,No,Yes,38000
Xiaomi,Redmi Note 8 Pro,128.0,8,Android,6.53,No,No,No,Yes,38000
Samsung,Galaxy S9,64.0,4,Android,5.80,No,Yes,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,No,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,No,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,No,38000
Samsung,Galaxy M21,64.0,6,Android,6.40,Yes,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,Yes,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,No,38000
Huawei,Y7a,128.0,4.0,Android,6.67,Yes,Yes,No,Yes,38000
Samsung,Galaxy M31,,6,Android,6.40,No,No,No,No,38000
Xiaomi,Mi Note 10 Lite,128.0,6,Android,6.47,Yes,No,No,Yes,38000
Nokia,5.4,64.0,4.0,Android,6.39,Yes,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,No,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,No,38000
Samsung,Galaxy Note 9,,6,Android,6.40,Yes,Yes,No,Yes,38000
Samsung,Galaxy S8,64.0,4,Android,5.80,Yes,Yes,No,Yes,38000
Samsung,Galaxy M31,,6,Android,6.40,No,No,No,No,38000
Apple,iPhone 6S Plus,,2,iOS,5.50,No,No,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,Yes,No,No,Yes,38000
Xiaomi,Redmi Note 9 Pro,128.0,6,Android,6.67,Yes,Yes,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,Yes,No,Yes,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,No,38000
Samsung,Galaxy A21s,128.0,2,Android,6.50,No,No,No,No,38000
Apple,iPhone 7,32.0,2,iOS,4.70,No,No,No,No,38000
Apple,iPhone 7,,2,iOS,4.70,No,No,No,No,38000
Huawei,Nova 7 SE,,6.0,Android,6.50,No,Yes,Yes,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,No,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,No,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Apple,iPhone 7,128.0,2,iOS,4.70,No,No,No,Yes,38000
Xiaomi,Pocophone F1,,6,Android,6.18,No,No,No,No,38000
